item,itemLabel,itemDesc,siteLinks
Q380121,Lee Byung-hun,South Korean actor,40
Q438340,Diego Perotti,Argentine association football player,40
Q506885,William Goldman,"American novelist, screenwriter and playwright",40
Q318320,Joop den Uyl,45th Prime Minister of the Netherlands,40
Q310178,Alasdair MacIntyre,Scottish-American philosopher,40
Q313366,Dr. Alban,Swedish musician,40
Q529294,Chuck Grassley,United States Senator from Iowa,40
Q316051,Lasse Hallström,Swedish director and screenwriter,40
Q328770,Dino Baggio,Italian association football player,40
Q294259,Arrigo Sacchi,Italian association football manager,40
Q355652,Steve Ditko,American comics artist,40
Q264603,Marcia Wallace,American actress and comedian,40
Q116602,Carlos Sánchez,Colombian association football player,40
Q7415,Mária Telkes,Hungarian–American scientist and inventor,40
Q24248265,Steven Mnuchin,77th United States Secretary of the Treasury,40
Q234693,Bonnie Raitt,American musician,40
Q439939,Kiernan Shipka,American actress and voice actress,40
Q318953,Jim Davis,American cartoonist and creator of Garfield,40
Q965846,Papu Gómez,Argentine association football player,40
Q311424,Leovegildo Lins da Gama Júnior,Brazilian footballer and manager,40
Q54860790,Deb Haaland,American politician from New Mexico; 54th U.S. Secretary of the Interior,40
Q3036410,Tammy Duckworth,American politician and military officer,40
Q310123,Jânio Quadros,Brazilian politician,40
Q258877,Caroline Garcia,French tennis player,40
Q369482,Aziz Ansari,"American actor, stand-up comedian, screenwriter and director",40
Q336242,Hubert Maga,First president of Benin,40
Q357779,Henri Konan Bédié,President of Ivory Coast from 1993 to 1999,40
Q31871265,Timothy Weah,American soccer player,40
Q621818,Rian Johnson,"American writer, director and producer",40
Q162667,Glen Campbell,American musician,40
Q28002959,Abdulla Nigmatovich Aripov,Uzbek politician,40
Q229359,Isabelle Aubret,French singer,40
Q221359,Max Mirnyi,Belarusian tennis player,40
Q348603,Howard Stern,American radio and television personality,40
Q315185,Vasily Aksyonov,Soviet-American writer,40
Q27736107,Édouard Mendy,Senegal international footballer,40
Q222039,Sheamus,Irish professional wrestler and actor,40
Q151168,Martin Klebba,American actor,40
Q370348,Adrián Ramos,Colombian footballer,40
Q181573,Fazil Iskander,Soviet and Russian writer,40
Q77298,Terence Stamp,British actor,40
Q577481,Duván Zapata,Colombian footballer,40
Q212081,Laurent Schwartz,French mathematician,40
Q319169,Peter Ackroyd,English author,40
Q314113,Adrián López Álvarez,Spanish footballer,40
Q296328,David Wenham,Australian actor,40
Q377903,Sunil Dutt,Hindi film actor and politician,40
Q299217,Rufus Sewell,British actor,40
Q155124,Michael Giacchino,American music composer,40
Q312751,Charlie Kaufman,American screenwriter,40
Q314436,Bob Paisley,English footballer and manager,40
Q214119,Luciano Floridi,Italian philosopher,40
Q77269,Johann Georg Elser,"German opponent of Nazism,  planned and carried out an assassination attempt on Adolf Hitler on 8 November 1939",40
Q233795,Shannon Lucid,American biochemist and retired NASA astronaut,40
Q73176,Anne Enright,Irish writer,40
Q53651,Josh Lucas,American actor,40
Q310960,Brad Bird,"American animator, director, screenwriter, producer and occasional voice actor",40
Q315008,Javad Nekounam,Iranian footballer,40
Q5367516,Elseid Hisaj,Albanian association football player,40
Q351994,Gianpiero Combi,Italian association football player,40
Q313959,Dani Pedrosa,Spanish motorcycle racer,40
Q152365,Ludmilla Radchenko,Russian fashion designer,40
Q228660,Stephanie Rice,Australian swimmer,40
Q36305,Alessandro Matri,Italian footballer,40
Q312618,Jan Ceulemans,Belgian association football player,40
Q62887629,Tones and I,"Australian singer, songwriter and record producer",40
Q334760,Shing-Tung Yau,American mathematician from Hong Kong,40
Q49072,Herman Wouk,American writer,40
Q12839,Cem Özdemir,German politician,40
Q312531,Thomas Brodie-Sangster,English actor,40
Q170095,Robert Desnos,French writer,40
Q310450,Steve Davis,English snooker player,40
Q355193,Vieirinha,Portuguese footballer,40
Q360782,Jorge Valdívia,Chilean footballer,40
Q309986,Sun Yang,Chinese swimmer,40
Q229282,Katharine McPhee,American recording artist; singer and songwriter,40
Q62810,Andrea Nahles,German politician,40
Q22082590,Nahuel Molina,Argentine association football player,40
Q314541,Rio Mavuba,French association football player,40
Q1117390,Stockard Channing,American actress,40
Q348358,Jack Swigert,"NASA Astronaut, Pilot",40
Q19613570,Cengiz Ünder,Turkish association football player,40
Q230539,Valérie Trierweiler,French journalist,40
Q705626,Wang Yaping,Chinese military pilot and astronaut,40
Q316032,John C. McGinley,American actor,40
Q60106,Guntis Ulmanis,Latvian politician,40
Q346658,Arturo Frondizi,President of Argentina,40
Q217095,Justo Villar,Paraguayan footballer,40
Q297210,Kerry King,American guitarist,40
Q434804,Dick Durbin,United States Senator from Illinois,40
Q314599,Héctor Cúper,Argentine footballer,40
Q270970,Alexi Laiho,Finnish musician,40
Q57712,Kamla Persad-Bissessar,politician from Trinidad and Tobago,40
Q46636,Jack Kevorkian,"American pathologist, euthanasia activist",40
Q259364,Eudora Welty,"American short story writer, novelist and photographer",40
Q6380648,Kayne Vincent,New Zealand association football player,40
Q233243,Natasha Zvereva,Soviet / Belarussian tennis player,40
Q314627,Jonjo Shelvey,English association football player,40
Q299750,Theodor Gebre Selassie,Czech footballer,40
Q155054,Diego Contento,German footballer,40
Q271385,Azealia Banks,"American rapper, singer, songwriter, and actress",40
Q299208,Sonny Rollins,American jazz saxophonist and composer,40
Q358437,Bill Nelson,"American politician, attorney and NASA administrator",40
Q28816483,Khalid,American singer,40
Q229560,Lauren Holly,American actress,40
Q316205,Sergio Goycochea,Argentine footballer,40
Q435891,Sergei Belov,Soviet professional basketball player,40
Q6259288,Yulia Samoylova,Russian singer,40
Q326935,Pramoedya Ananta Toer,Indonesian writer,40
Q20151,Li Ka-shing,Hong Kong entrepreneur,40
Q18749736,Johnny Sins,"American pornographic actor, and YouTuber",40
Q292367,Miho Fukumoto,Japanese association football player,40
Q215435,Albert Riera,Spanish association football player,40
Q297831,Rick Ross,American rapper from Florida,40
Q2063279,Óscar Duarte,association football player,40
Q304901,Teerasil Dangda,Thai association football player,40
Q372788,Jonathan Nolan,British-American screenwriter,40
Q28842103,Moussa Wagué,Senegalese association football player,40
Q367644,El toro salvio,Jugador de pumas,40
Q59914139,Dejan Kulusevski,Swedish association football player,40
Q3053437,Emraan Hashmi,Indian film actor,40
Q455738,Giba,Brazilian volleyball player,40
Q229975,Brittany Snow,American actress and model,40
Q147663,Zara Tindall,"British Olympic equestrian; daughter of Anne, Princess Royal",40
Q9455382,Joshua Wong,Hong Kong politician,40
Q297097,Jack Johnson,American singer-songwriter,40
Q716089,Cristian Ansaldi,Argentine association football player,40
Q315123,Peter Boyle,American actor,40
Q564889,Queen Anne-Marie of Greece,wife of King Constantine II of Greece; titular Queen consort of Greece,40
Q50542097,Marielle Franco,Brazilian politician and activist,40
Q234147,Mary Quant,British fashion designer,40
Q54538,Sam Querrey,American tennis player,40
Q32777,Vladimír Špidla,"Czech minister of labour and social affairs of the CR, vice prime minister of the Czech Republic, member of Czech Parliament and prime minister of the CR",40
Q313190,René Clément,French film director and screenwriter,40
Q327275,Tadeusz Różewicz,"Polish poet, dramatist and writer",40
Q228882,Shannon Elizabeth,American actress,40
Q296375,Jussi Jääskeläinen,Finnish footballer,40
Q555240,Shane Warne,Australian cricketer,40
Q156487,Péter Medgyessy,Hungarian politician,40
Q433608,Bruce McCandless II,American astronaut,40
Q165648,Arshile Gorky,Armenian-American painter,40
Q320103,Souphanouvong,Laotian politician,40
Q122988,Tariq Ramadan,Swiss Muslim scholar,40
Q1276579,Michael Ansara,"American stage, screen, and voice actor",40
Q8048050,Yami Gautam,Indian actress,40
Q92605,John Carmack,American computer programmer and video game developer,40
Q128379,David Prowse,"English bodybuilder, weightlifter, and actor",40
Q318934,Joseph M. Acaba,"Astronaut, Hydrogeologist, science teacher",40
Q55468,Ugo Tognazzi,"Italian film and theatre actor, director and screenwriter",40
Q77112,David Foster,"Canadian musician, record producer, songwriter",40
Q9434,Arnold Palmer,American golfer,40
Q78526,Nikolaus Harnoncourt,Austrian conductor,40
Q157785,Vladimir Ashkenazy,Icelandic pianist and conductor from Russia,40
Q1742,Renaud Lavillenie,French pole vaulter,40
Q230035,Joan Plowright,British actress,40
Q235328,Alison Brie,American actress,40
Q19914324,Stéphanie Frappart,French association football referee,40
Q713501,Federico Fernández,Argentine association football player,40
Q82655,Anna Ushenina,Ukrainian chess player,40
Q62843,Bob Kahn,"American Internet pioneer, computer scientist",40
Q19059840,Donny van de Beek,Dutch association football player,40
Q57747,Timo Boll,German table tennis player,40
Q235523,Peggy Whitson,American astronaut,40
Q9154,Dayron Robles,Cuban track and field athlete,40
Q53721,Thorbjörn Fälldin,Swedish 20th century prime minister,40
Q62866,Ivan Sutherland,American computer scientist and Internet pioneer,40
Q44349,Kofi Kingston,Ghanaian-American professional wrestler,40
Q944546,Sunny Deol,Indian actor and politician,40
Q2072,Marcel Hirscher,Austrian alpine skier,40
Q29624459,Scott McTominay,Scottish association football player,40
Q270075,Ronald de Boer,Dutch footballer,40
Q315728,John Mills,English actor,40
Q228888,Jacqueline du Pré,British cellist,40
Q314265,Pierre Mendès France,French politician,40
Q229179,Renata Tebaldi,Italian opera singer,40
Q268569,Mireille Darc,French actress and director,40
Q301646,John Gotti,American crime boss,40
Q229556,Patty Hearst,American kidnapping victim,40
Q213257,Emilia Fox,British actress and presenter,40
Q350405,Adam McKay,"American actor, comedian and director",40
Q51570,George Roy Hill,American film director,40
Q29841260,Juan Foyth,Argentine association football player,40
Q293590,apl.de.ap,"Filipino-American rapper, singer and record producer",40
Q313753,Papa Bouba Diop,Senegalese footballer,40
Q123939,Alain Berset,97th President of the Swiss Confederation,40
Q41791663,Steven Pruitt,American Wikipedia editor with most edits,40
Q7294939,Rashida Tlaib,American politician and lawyer,40
Q53422,Mardy Fish,American tennis player,40
Q313989,Sergei Stepashin,Russian politician,40
Q81223,Michael Shanks,Canadian actor,40
Q359548,Jonathan Safran Foer,American novelist,40
Q15002,Leo Tindemans,Belgian politician,40
Q587620,Cheikhou Kouyaté,Senegalese association football player,40
Q264110,Yukari Kinga,Japanese association football player,40
Q536884,Saul Bass,American graphic designer and filmmaker,40
Q159478,Wesley Clark,United States Army general and 2004 Democratic Party presidential candidate,40
Q464650,Faye Wong,Hong Kong singer-songwriter and actress,40
Q363717,Jonah Lomu,New Zealand rugby union player,40
Q465664,Fausto Cercignani,"Italian scholar, essayist and poet",40
Q313446,Włodzimierz Lubański,Polish footballer,40
Q20740627,Ismaël Bennacer,Algerian-French association football player,40
Q310657,Matías Fernandez,Chilean footballer,40
Q264724,Nigella Lawson,English food writer and television cook,40
Q253440,Katie McGrath,Irish actress,40
Q228807,Maria Mutola,Mozambican athlete,40
Q2208497,Celso Borges,Costa Rican association football player,40
Q295416,Luis García,Spanish footballer,40
Q342342,Gabriel Paletta,association football player,40
Q158814,Mark Noble,English association football player,40
Q72096,Chet Atkins,American guitarist,40
Q219700,Andy Whitfield,Welsh actor,40
Q118937,Gediminas Kirkilas,Lithuanian politician,40
Q295790,Carlos Andrés Pérez,President of Venezuela,40
Q230084,Maureen O'Sullivan,Irish-American actress,40
Q549307,Federica Montseny,"Spanish politician, anarchist, intellectual and writer",40
Q18918709,Markéta Vondroušová,Czech tennis player,40
Q5186320,Cristin Milioti,American actress,40
Q466975,Yoona,Es una cantante coreana del grupo Girls Generation,40
Q331702,Abdul Rashid Dostum,Afghan politician,40
Q256804,Svetlana Ishmouratova,Russian biathlete,40
Q283958,Jelena Dokic,"Croatian, later Australian, female tennis player",40
Q93504,Roberto Pereyra,Argentine association football player,40
Q204723,Mirko Cvetković,Prime Minister of Serbia,40
Q313258,Dean Rusk,United States Secretary of State,40
Q378639,Giovannino Guareschi,"Italian journalist, cartoonist and humorist",40
Q7539,Peyton Manning,American football player,40
Q158030,Cornelius Castoriadis,Greek-French philosopher,40
Q273079,Cab Calloway,American jazz singer,40
Q467423,Robin Thicke,"American singer, songwriter, and record producer",40
Q25100,Nanni Moretti,"Italian screenwriter, film director, and actor",40
Q251417,Victor Borge,Danish comedian and pianist,40
Q1370298,Gordon Milne,English association football footballer and manager,40
Q2614593,Draymond Green,American basketball player,40
Q794628,Felipe Anderson,Brazilian association football player,40
Q312358,Adolfo Rodríguez Saá,"Argentine politician, former president of Argentina",40
Q218394,Frédéric Kanouté,Mali international footballer,40
Q311027,Aimé Jacquet,French association football player and manager,40
Q315414,Israel Gelfand,Soviet mathematician,40
Q238547,Stefania Sandrelli,Italian actress,40
Q11124,Stephen Breyer,US Supreme Court justice from 1994 to 2022,40
Q336185,Chris Noth,American actor,40
Q1060949,Muhyiddin Yassin,8th Prime Minister of Malaysia,40
Q299136,Amrita Rao,Indian actress and model,40
